#Error Code,Error Text to match,RM Error Code,Description,Origin,Severity,BusinessRule,Source Error Name,RM Error Name,Source Description
#null,L400-002,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR,
null,L500-235,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND,Data missing/not entered on input transaction
null,L550-035,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND,
null,L550-037,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND,
null,L410-359,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND,
null,L410-362,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND,
null,L900-011,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND,
#null,FACX000E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR,
#null,FACS001E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR,
#null,FACS002X,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR,
#null,FACS003E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
#null,FACS004E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
#null,FACS005E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
null,FACS006I,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND
null,FACS007I,RM-BusinessViolation-00001,System offline: LFACS,LFACS,0,0,null,ERR_RM_SYSTEM_OFFLINE
null,FACS008E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
#null,FACS009I,,,,,,,
null,FACS010E,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND
#null,FACS011E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
null,FACS012E,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND
#null,FACS013E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
#null,FACS015E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
null,FACS016E,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND
null,FACS017E,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND
null,FACS018E,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND
null,FACS019E,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND
null,FACS020E,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND
#null,FACS021E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
#null,FACS022E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
#null,FACS023E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
#null,FACS024E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
#null,FACS025E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
#null,FACS026E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
#null,FACS027E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
#null,FACS028I,,,,,,,
#null,FACS029I,,,,,,,
#null,FACS030E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
#null,FACS031I,,,,,,,
#null,FACS032I,,,,,,,
#null,FACS033I,,,,,,,
#null,FACS034I,,,,,,,
null,FACS035E,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND
null,FACS036E,RM-InvalidData-00021,Invalid Data: Invalid Service Quantity,LFACS,0,0,null,ERR_RM_INVALID_SERVICE_QUANTITY
#null,FACS037I,,,,,,,
null,FACS038E,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND
#null,FACS039I,,,,,,,
#null,FACS041I,,,,,,,
#null,FACS042I,,,,,,,
#null,FACS043I,,,,,,,
#null,FACS044I,,,,,,,
#null,FACS045E,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
null,FACS046E,RM-InvalidData-00176,Invalid Data: Invalid Working Telephone Number.,LFACS,0,0,null,ERR_RM_INVALID_WORKING_TELEPHONE_NUMBER
#null,FACS047I,,,,,,,
#null,FACS048I,,,,,,,
null,H_Wait,RM-SystemFailure-00001,Timeout waiting for LFACS response.,LFACS,0,0,null,ERR_RM_TIMEOUT
null,CMDLIN WC NOT IN TABLE,RM-ObjectNotFound-00131,Object Not Found: Invalid input to LFACS.,LFACS,0,0,null,ERR_RM_DATA_NOT_FOUND
null,[Dd][Oo][Ww][Nn]* *[Tt][Ii][Mm][Ee],RM-BusinessViolation-00001,System offline: LFACS,LFACS,0,0,null,ERR_RM_SYSTEM_OFFLINE
null,down period,RM-BusinessViolation-00001,System offline: LFACS,LFACS,0,0,null,ERR_RM_SYSTEM_OFFLINE
null,[Tt][Ii][Mm][Ee][Dd]* *[Oo][Uu][Tt],RM-SystemFailure-00001,Timeout waiting for LFACS response.,LFACS,0,0,null,ERR_RM_TIMEOUT
9200,null,RM-BusinessViolation-00001,System offline: LFACS,LFACS,0,0,null,ERR_RM_SYSTEM_OFFLINE
30,null,RM-BusinessViolation-00001,System offline: LFACS,LFACS,0,0,null,ERR_RM_SYSTEM_OFFLINE
null,Service not available,RM-BusinessViolation-00001,System offline: LFACS,LFACS,0,0,null,ERR_RM_SYSTEM_OFFLINE
null,downtime,RM-BusinessViolation-00001,System offline: LFACS,LFACS,0,0,null,ERR_RM_SYSTEM_OFFLINE
# default rule,,,,,,,,
null,null,RM-SystemFailure-00049,System Failure: LFACS System Error.,LFACS,0,0,null,ERR_RM_LFACS_ERROR
