#NetProvision Error Code,Error Description,BIS Error Code,BIS Error Description,Origin,sevirity,business rule,BIS Error Name
211246,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211247,null,RM-InvalidData-01972,Missing required data-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_MISSING_DATA
211248,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211249,null,RM-DataNotFound-01973,Couldn't find data- Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_DATA_NOT_FOUND
211250,null,RM-DataNotFound-01973,Couldn't find data- Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_DATA_NOT_FOUND
211251,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211253,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211255,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211256,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211257,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211258,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211259,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211263,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211264,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211265,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211266,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211267,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211268,null,RM-InvalidData-01972,Missing required data-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_MISSING_DATA
211269,null,RM-ObjectNotFound-01974,Couldn’t find the requested object-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_OBJECT_NOT_FOUND
211270,null,RM-ObjectNotFound-01974,Couldn’t find the requested object-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_OBJECT_NOT_FOUND
211271,null,RM-InvalidData-01972,Missing required data- Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_MISSING_DATA
211272,null,RM-ObjectNotFound-02192,Couldn’t find the requested object- Exception from NetProvision,NetProvision,0,0,ERR_RM_NO_PORT_AVAILABLE
211273,null,RM-ObjectNotFound-01974,Couldn’t find the requested object- Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_OBJECT_NOT_FOUND
211274,null,RM-ObjectNotFound-01974,Couldn’t find the requested object- Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_OBJECT_NOT_FOUND
211275,null,RM-ObjectNotFound-01974,Couldn’t find the requested object- Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_OBJECT_NOT_FOUND
211500,null,RM-InvalidData-01972,Missing required data- Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_MISSING_DATA
211501,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211502,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211503,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211504,null,RM-InvalidData-01972,Missing required data- Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_MISSING_DATA
211505,null,RM-InvalidData-01972,Missing required data- Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_MISSING_DATA
211506,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211509,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211510,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211511,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211512,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211515,null,RM-InvalidData-01972,Missing required data- Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_MISSING_DATA
211516,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211517,null,RM-InvalidData-01972,Missing required data- Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_MISSING_DATA
211518,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211519,null,RM-InvalidData-01972,Missing required data- Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_MISSING_DATA
211520,null,RM-InvalidData-01972,Missing required data- Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_MISSING_DATA
211521,null,RM-InvalidData-01972,Missing required data- Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_MISSING_DATA
211524,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211528,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211529,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211530,null,RM-InvalidData-01972,Missing required data- Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_MISSING_DATA
211531,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
211532,null,RM-InvalidData-01972,Missing required data- Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_MISSING_DATA
211534,null,RM-BusinessViolation-01976,BusinessViolation-Exception from NetProvision,NetProvision,0,0,ERR_RM_NET_PROVISION_BUSINESS_VIOLATION
